-8.028016027302520286e+00 2.700695114624172751e-12
-7.873028202188081082e+00 2.700695114624172913e-11
-7.718040377073641878e+00 2.700695114624172913e-10
-7.563052551959202674e+00 2.700695114624172809e-09
-7.408064726844764358e+00 2.700695114624172644e-08
-7.253076901730325154e+00 2.700695114624172644e-07
-6.076493998052088230e+00 2.341866479399814405e-06
-5.635537422413786857e+00 1.045485247757711058e-05
-5.334005878039206117e+00 1.414854532660448467e-05
-5.074066456018902826e+00 7.817812055702878243e-06
-4.866146472161693382e+00 4.635448797939816510e-05
-4.701858802912895818e+00 1.065285823491260957e-04
-4.556609316840346757e+00 2.571655427904196819e-05
-4.412013702263887893e+00 5.913642497727071811e-05
-4.273011014115838613e+00 4.046693462077401133e-05
-4.150819828656768351e+00 7.877150399821877835e-05
-4.039845596320693843e+00 6.584632304707473322e-05
-3.937240419680924752e+00 9.200296481057773483e-05
-3.841035640078295454e+00 7.573763381294789591e-05
-3.751552223517976792e+00 2.200706725064464984e-04
-3.669857805411786522e+00 1.392303391857705418e-04
-3.593851596991616049e+00 2.158945632647878154e-04
-3.519788126387871863e+00 2.510152844202824052e-04
-3.447453730499217883e+00 2.293796773356726441e-04
-3.378013644713770081e+00 2.050294754882080162e-04
-3.311717486729184312e+00 2.730125519144619350e-04
-3.248937429023709633e+00 3.102442289918012626e-04
-3.189177235352842921e+00 4.156634562077099904e-04
-3.131804631056589017e+00 4.273148817367308653e-04
-3.076294915183714895e+00 3.915133040440306380e-04
-3.022869660112622370e+00 4.015716388502064407e-04
-2.971381388946090940e+00 6.057622349089896449e-04
-2.922119184535231895e+00 5.589476154310552523e-04
-2.874654261095512364e+00 6.053316316569893772e-04
-2.828360544633060414e+00 8.542184641360631462e-04
-2.783700068147965556e+00 1.494590556171429942e-03
-2.740530953536031600e+00 1.009300785535145913e-03
-2.698590970605429629e+00 1.045407892832531148e-03
-2.658144094282667957e+00 9.929800930751388199e-04
-2.619116028476499825e+00 1.869788742036677595e-03
-2.581267870139743348e+00 1.379309026009547818e-03
-2.544516662629858317e+00 1.466269364768473969e-03
-2.508883306785716805e+00 1.979025521074376064e-03
-2.474282572956267412e+00 1.813610211934339007e-03
-2.440490131453997957e+00 2.225256839824705547e-03
-2.407552677885184345e+00 2.724198747833593819e-03
-2.375432137837773183e+00 2.329439853732665714e-03
-2.344090147257619883e+00 2.876921714426744926e-03
-2.313514344150553015e+00 3.451274684823006297e-03
-2.283636252087307028e+00 3.184503603765768704e-03
-2.254529013783971525e+00 4.382572216009404317e-03
-2.226013134015270012e+00 4.172515692089432543e-03
-2.198050949864113868e+00 4.478274744729116019e-03
-2.170644885420274672e+00 5.201477785779342992e-03
-2.143701543201728121e+00 4.633229990389524725e-03
-2.117201338957908519e+00 4.759448863865162020e-03
-2.091171451183898355e+00 6.604248828116040214e-03
-2.065660838221699436e+00 6.919700846948880803e-03
-2.040593783483777734e+00 7.124951693817987465e-03
-2.015859675143461871e+00 7.673417539292272382e-03
-1.991494892112716908e+00 8.431471978401808634e-03
-1.967557722303146850e+00 8.639913102387816041e-03
-1.944046089191554305e+00 9.662511658752046331e-03
-1.920816808491145888e+00 1.033953692011468743e-02
-1.897918648319308677e+00 1.091786354539974087e-02
-1.875352728743985509e+00 1.273986270233285270e-02
-1.853040170999965319e+00 1.227009107841467959e-02
-1.831034388993335593e+00 1.395331958181805602e-02
-1.809280217902367038e+00 1.447131800837053901e-02
-1.787771583469896175e+00 1.492545401774045440e-02
-1.766505308754936721e+00 1.518771293369860706e-02
-1.745485213929808044e+00 1.550303113772777928e-02
-1.724710474021022844e+00 1.490564276849051621e-02
-1.704123237689387338e+00 1.610831975228589619e-02
-1.683712955204305306e+00 1.810111288710469085e-02
-1.663498650223798503e+00 1.805770735533515636e-02
-1.643495941549748984e+00 1.860005051549896635e-02
-1.623673643898679853e+00 2.008076551876471216e-02
-1.604003576935772335e+00 2.176314640414754586e-02
-1.584530382982382690e+00 2.141834113070713308e-02
-1.565235848300532639e+00 2.449099333400798703e-02
-1.546072178713164602e+00 2.459609879998850279e-02
-1.527050810285113247e+00 2.593091493641192999e-02
-1.508134388561630734e+00 2.430897781453749892e-02
-1.489305918035290333e+00 2.806516290710187739e-02
-1.470646040454227865e+00 2.697579673182770241e-02
-1.452141690328644152e+00 2.855911294765222166e-02
-1.433713014116308138e+00 2.999657087830234770e-02
-1.415371723014859473e+00 2.989703046425894878e-02
-1.397159279643865659e+00 3.173355343436762288e-02
-1.379060049825570289e+00 3.291177862456375058e-02
-1.361068438221034071e+00 3.305055913506903947e-02
-1.343176630009118355e+00 3.363643940012238376e-02
-1.325372239948670039e+00 3.492185039343572578e-02
-1.307677709390527188e+00 3.563084141323397125e-02
-1.290048990644229843e+00 3.382868453163431072e-02
-1.272472226189633071e+00 4.032522719723612148e-02
-1.254989625504641548e+00 3.659044680728647247e-02
-1.237582192368738898e+00 3.727151059035584829e-02
-1.220216006464531322e+00 3.763660496262680871e-02
