8.800000 1.121000e+08 7.635000e+07 7.995000e+07 2.579000e+07
8.900000 2.929000e+08 1.322000e+08 6.040000e+07 2.104000e+07
9.000000 2.863000e+08 1.035000e+08 4.948000e+07 1.599000e+07
9.100000 1.874000e+08 7.661000e+07 8.060001e+07 1.909000e+07
9.200000 1.545000e+08 5.498000e+07 1.248000e+08 2.125000e+07
9.300000 1.527000e+08 5.394000e+07 1.729000e+08 3.328000e+07
9.400000 2.420000e+08 5.439000e+07 1.850000e+08 2.712000e+07
9.500000 2.893000e+08 4.098000e+07 1.839000e+08 1.996000e+07
9.600000 3.252000e+08 3.980000e+07 2.487000e+08 2.178000e+07
9.700000 4.309000e+08 3.303000e+07 2.958000e+08 2.150000e+07
9.800000 5.548000e+08 3.477000e+07 3.320000e+08 1.772000e+07
9.900000 7.743000e+08 3.233000e+07 4.089000e+08 2.194000e+07
10.000000 1.073000e+09 3.243000e+07 5.707000e+08 2.329000e+07
10.100000 1.396000e+09 2.958000e+07 7.184000e+08 2.909000e+07
10.200000 1.882000e+09 4.092000e+07 8.813001e+08 3.390000e+07
10.300000 2.613000e+09 5.575000e+07 1.196000e+09 4.419000e+07
10.400000 3.858000e+09 8.619001e+07 1.804000e+09 7.674000e+07
10.500000 5.944000e+09 1.720000e+08 2.802000e+09 1.699000e+08
10.600000 8.882000e+09 3.328000e+08 3.685000e+09 3.051000e+08
10.700000 1.278000e+10 8.539000e+08 5.892000e+09 1.218000e+09
